cafe_name,avg_rating,review,indv_rating,review_date,latitude,longtitude
Bird & Branch,5.0,"There are so many nice restaurant around Hell's Kitchen , but I always feel not enough nice and stylish cafe around there. But finally I meet here this new cafe in my hood! I usually use the to-go Mexican right next door and found cute sign and interior that really stand out in this block however they didn't open yet. And I was so excited about  opening!  I was so happy to have this opportunity to have this coffee tasting event! I'm actually not really coffee person, but I always curious about the taste of coffee since they have so many type of beans and roast...and origin..  Here, this cafe is best learning coffee and beans. The owner and stuff are really kind and knowledgeable coffee and some other beverage. They deal the coffee beans from San Francisco and also have most excellent n famous matcha  brand ""ippodo"" in Japan  I trusted their taste and selection very well.  Additional  remarkable  point is sweets! I can't stop eating their sesame browny and matcha as well. I'm usually not so interested in Peanuts butter, but their cookies were an exception!  Home made almond macadamia milk latte also great ! If weather is nice, sit outside table on the street side!",4.0,11/8/2018,40.7603019,-73.9907769
Bird & Branch,5.0,"I've been craving avocado toast lately and am so glad I found this place! It's very small and cozy, and put me in such a good mood after braving (walking) through the cold.  I actually didn't get to try their Nori Avocado toast because they didn't have avocados when I came in, but the Miso Hummus was so good! I usually don't eat tomatoes (hate it), but it went so well with the miso hummus that I left no tomatoes behind. The thick toast was topped with miso hummus (very flavorful), tomatoes, and olive oil. It's perfect-- I wouldn't change a thing!  I also ordered the Yuzu Ricotta toast, which was very light in flavor. The yuzu topping was slightly sweet, and I think I could've used more yuzu on my toast, but overall this wasn't bad. If I had to pick just one toast, I would go with the Miso Hummus.  I love all things matcha and black sesame so of course I ordered both brownies! The matcha and black sesame brownies were denser than a regular brownie, but I really enjoyed the flavor!",5.0,11/23/2018,40.7603019,-73.9907769
Bird & Branch,5.0,"Coffee shops in NYC are a dime a dozen. Every few blocks you find one, and I don't even mean Starbucks which I avoid unless in need of the loo. A long time Hell's Kitchen'er, I've been eating at El Rancho (yelp.com/biz/el-rancho-b…) for years, formerly La Paloma Burritos before they had a fire and remodeled. In my humble opinion they've got the best cheap burritos in town. Plus they are a BYOB establishment, as long as you're 21 of course.  I'm a bit late in the game here, but the other day I visited Bird & Branch with my mom to have some java. It was her recommendation as she said she loves the place. It opened in Feb 2018 and I just haven't made my way over till now, although I've walked by it several times. It's a cute, clean, friendly little cafe and I see why she likes it. I had one of their special season features called 'The Wren'. It was absolutely delicious. My mom's Almond Macadamia Milk Latte was spot on too. Our barista Alex was really nice and told us that the place is the child of Faith and Brandon, a married couple that I think live in Hell's Kitchen.  There's a few tables to sit at and they have wifi, but it ain't Starbucks so don't plop yourself down to stay and surf the net all day nursing one Cup of Joe. They don't have a public restroom, but there's one right next door at El Rancho that they'll probably let you use.  In the summer Bird & Branch has a nice long wooden bench set up outside to sit at. I'll sure I'll be doing some coffee lounging there come summertime. Definitely worth checking this place out if you haven't already.",4.0,1/28/2019,40.7603019,-73.9907769
Bird & Branch,5.0,"I almost don't want to review Bird & Branch for purely selfish reasons like keeping this hidden gem to myself, but I'm trying to be a better person in 2019, so here we go. Reasons why it's my go-to westside reco:  - Convenient location for locals and tourists alike (more about this below) - Beautiful and unique crafted drinks that don't forgo quality - Plenty of seating (at least 10 high and low barstools with two window benches which seat 2-3 each), lots of green plants, high ceiling, natural lighting, low jazz comfort music in the background  Location-wise I've found Bird & Branch to attract a hybrid of both locals and tourists. It's just far enough from all of the Broadway theaters to offer a quiet break and regrouping away from the insanity that is Times Square and yet The Spot Next Door for locals. As a local myself, I'm not sure how this balance was struck, but it works.  Seating: The little bar stool seats are perfect for families, especially those with kids. I've seen folks from out of town wheel their suitcases in and park them under the high bar stool area. There's even room for small to medium sized groups (book clubs, youth groups, etc.) around 3-5 ppl during off-peak hours. You can tell the owners of this shop were very intentional and thoughtful of creating an inclusive space for The People.  Drinks: 1. I love love love love love LOVE the Robin. Can I say that again? I love the Robin. It's got no caffeine (say what?!) BUT the soothingness and the rich balance of turmeric, ginger, cayenne, and milk bring to my throat is unbelievable - especially during a long fought battle with a never-ending cough or mid-winter ""I just want to feel warmth again"" feels. Get this if your throat wants to be hugged by a blanket of love. 2. Seasonals: The Parakeet. Tried, tasted, was surprised, did not love, finished.. and still unsure whether I enjoyed it or felt obligated to drink cause I paid money. It's a unique drink for sure - pineapple (most prominent taste) + mulled cider + spices. Nice on the throat, but if you're going for that, you may as well stick with the Robin. 3. Also a seasonal drink: The Wren. If you like peanut butter, this is you! Be forewarned though - this drink has salt, not sugar. It's not your Reese's Pieces. And the serving size is on the smaller side.  Final words: As with all places, there are some downsides ya'll should know about: - Not a cheap coffee stop, but hey, it's Manhattan - No bathroom for customers. Kind of stinks, but they've got to make money too! Can't have people hanging around all day.",5.0,1/20/2019,40.7603019,-73.9907769
Bird & Branch,5.0,"While waiting for a table for brunch, we decided to kill some time here at this relatively new cafe. We ordered a cappuccino with low fat milk and a flat white with almond milk. The cappuccino was very smooth but the flat white was a little sour, not sure if it was because of the almond milk but it felt a bit off. There are a few tables, probably able to fit maximum 10 people, which is relatively normal for an NYC cafe. Very clean set up and friendly staff!",4.0,1/20/2019,40.7603019,-73.9907769
Bird & Branch,5.0,"This is my home away from home!  A lot of thought behind the aesthetics (owner-made moss wall!) and the menu. The owners care deeply about coffee, and it's reflected in their consistently good drip coffee, rotated on a weekly basis. However, I adore their specialty drinks, so the challenge is deciding what to have on any given day.  Based on my extensive research to date, things to drink:  Robin: My go-to, an amazing blend of gingery goodness and spices. They use fresh turmeric root, not the powder. It's their version of a chai latte, with deeper flavors. It's delicious hot or iced, and is made with their housemade almond macadamia nut milk (dairy free!).  Sparrow: espresso with house lemon soda and seltzer. This sounded so weird that I didn't get it until like 6 months after. It's possibly the most refreshing and delicious espresso drink you could get for a hot summer day. I highly recommend trying it at least once!  Matcha Latte: I usually order a matcha latte at coffeeshops over coffee, so I've had a decent sampling of them all over NY and at coffee shops when I'm visiting other cities. Hands down, this is the best matcha latte I've ever had. It's got depth of matcha flavor, and the drink itself is so creamy it almost feels decadent. I usually have mine with almond macadamia milk, which adds a creamy nuttiness to the flavor as well.  They use ceremonial grade matcha from Ippodo, and sift the matcha powder. I overheard another customer one morning say that his wife now refuses to order a matcha latte from anywhere else, because the one from Bird & Branch does not have that matcha powder sludge at the bottom of the cup. I completely agree and also find myself unable to enjoy matcha lattes from other places as much. They are usually too watery, and added to menus as an afterthought.  - Mockingbird. This was a seasonal drink where they used kabocha squash, which is a Japanese pumpkin, to create their version of a pumpkin spice latte. It was bomb. I miss it every day.  - Nightingale - Earl grey infused espresso drink! This is really good, Early grey come out strong even though it tends to be a subtle flavor  To eat: -  Kouign amanns: if you've never had one, show yourself a little love and get one - any of their squares: they have matcha, black sesame, and spicy brownie - peanut butter cookie: I find these irresistible. Seriously. The most peanut buttery cookie I've had, dense and moist, chunks of chocolate, hint of salt. So good. - Toasts: the miso hummus and yuzu ricotta toasts are my favorite. Avocado toast is quite good too (it includes seaweed, which adds a kick of umami) - Earl grey shortbread: small shortbread cookie that's perfect for a quick treat  It's fun to see new items pop up on the menu. The owners dream up new ideas, and then work to perfect them before rolling them out. I love being a regular-- the space here peaceful and soothing, an oasis in the heart of Times Square/Hell's Kitchen.",5.0,1/17/2019,40.7603019,-73.9907769
Bird & Branch,5.0,"I ventured to try the black bird. The combination of blackberry and coffee was tempting. The result was ok I guess. I don't like sour coffee anyways, and of course with some black berry syrup the coffee turned quite tart. I was still happy with my drink. It was just not quite my thing. Hubby's mocha was very good. Not too sweet. It's a cute little shop with only around 10 seats. Be prepared to have to take your coffee to go on weekend afternoon.",4.0,3/5/2019,40.7603019,-73.9907769
Bird & Branch,5.0,"I've been here a couple of times, and I do not see the hype. Sure, the place is cute, but it's not practical, as there are few seats. And the coffee is good, but it's not going to blow your mind, as the prices would suggest. $3.50 for coffee... $6 lattes... $6 puddings. It's a bit much. My friend and I spent $17 on a snack, a plain latte, and a black coffee. That's almost two salads.  Almond macadamia nut latte - big portion, but it tastes like a regular old latte.  Black coffee with almond milk - $3.50 for a small cup renders it too much to make it your regular coffee place. It's good coffee, but it doesn't taste that much better than what local cafes offer in the vicinity.  Chia seed pudding - it's not bad. Makes for a good snack. Tastes better when you mix up the red syrup into the chia seeds. But as someone who buys chia seeds and berries regularly, I know it's really overpriced!  I'd come back to try their other lattes if someone were to treat me! Otherwise, it's an A-OK cafe with a sweet couple who owns and runs the place, and I'm glad I've tried it; I'd recommend it if you are looking to splurge on coffee.",3.0,8/27/2018,40.7603019,-73.9907769
Bird & Branch,5.0,"Never heard of Bird & Branch so when I passed by, I felt compelled to check it out.  This immaculate little cafe serves nibbles and beverages. I was browsing the menu when the barista had given a sample of the Starling iced tea (sencha tea that is cold brewed and carbonated) to a customer.  He had done so because it had quite the unusual flavor. Not all taste buds will go for it.  He also offered me a try and of course, could not refuse. I instantly liked it whereupon the other customer passed and ordered something more traditional. Fear not, they serve  familiar foods and beverages.  I went ahead and ordered the Starling. Two sizes---$5.50 for 16 oz or $6.00 for 20 oz. Yes, kind of steep. I thought it was very good especially since it was slightly carbonated. Also for sample were their spicy brownies which were very good.  I only ordered a beverage but they serve baked goods and sandwiches, coffee and tea. Also available was a refrigerated section containing other bottled beverages and chia puddings, etc.  Cute.",4.0,8/10/2018,40.7603019,-73.9907769
Bird & Branch,5.0,"Bird & Branch is one of my new favorite spots in the city!!  I came here for a Yelp event, where I was able to try a variety of their desserts and their single origin coffees. Everything was absolutely wonderful! I particularly loved their Columbian coffee. As far as their desserts go, everything was delicious. My favorites were definitely the black sesame square (I'm admittedly biased; black sesame is my favorite dessert flavor by far!), their spicy chocolate brownie (actually spicy!), and the peanut butter chocolate cookie. I'd definitely order any one of these (or all, if we are being realistic and you promise not to judge) next time I come back here. The matcha square and ginger molasses cookie were also great.  I loved everything so much that I stayed after the event and ordered some more things from the menu! They make their own almond macadamia nut milk and it's to die for. I had their almond macadamia milk latte. I normally am a black coffee drinker and don't really ""do"" lattes, but this was one of the best things I've ever tried. Not too sweet at all. If this is your first time here, I highly recommend this drink!  Outside of having phenomenal coffee and desserts, the staff really stands out. Everyone is very knowledgable and passionate about what they do. The atmosphere is very small and cozy and incredibly popular in the neighborhood.  It's a must try. I'll come back whenever I'm in the area for sure, and would even travel out of my way just to come here.",5.0,8/15/2018,40.7603019,-73.9907769
Bird & Branch,5.0,"My kind of coffee place. Cute, cozy, friendly service, and yummy coffee. It was my first time here. After walking by it and reading so many great reviews about it, I had to stop by. I love supporting the non chain coffee spots. The iced macadamia milk latte was creamy and delicious. I also loved that they use metal straws. They have unique lattes and delicious food items. It makes me want to try everything on the menu. Will definitely be returning and taking my mom here as well when she visits. I don't think they had a bathroom though. Apart from that, the decor and ambiance were really great. It's an awesome spot for reading, working, socializing, or even for a first date! I already know what I'm going to order next time.",5.0,6/26/2018,40.7603019,-73.9907769
Bird & Branch,5.0,Amazing cashew milk lattes and avocado toast. I also bought a bag of coffee to bring home and was very happy with the taste and quality. The owners of the cafe are so kind and engaging. Definitely the best coffee shop in NYC!,3.0,3/6/2019,40.7603019,-73.9907769
Bird & Branch,5.0,"Trendy coffee shop with quaint interior tables and a little oasis on the street outside, a seating area to sip and people watch. Friendly staff and quality items for order. I got sucked into a name, the DIRTY PIGEON. I mean, when in Rome....It is an egg cream with espresso and it's intense. My partner enjoyed her almond macadamia milk latte immensely. The earl grey shortbread cookies were the best I've ever had! Some toasts and croissants are other light fare food offerings. Located in the theater district, so if you have some time to kill before a show this is a perfect place to do it.",5.0,8/27/2018,40.7603019,-73.9907769
Bird & Branch,5.0,"I stumbled upon this place one evening while a friend and I were looking to kill 30 minutes before going to see a show. The theater district is not the most relaxing area to hang out given the large number of tourists and all of the hustle and bustle, so we walked west and ran into Bird & Branch. It's close enough to the theaters to grab a quick coffee/tea/latte before a show, but feels sufficiently out-of-the-way enough to allow for a nice and quite chat with a friend. I ordered ""the robin"" which is essentially a tumeric and ginger latte. It was smooth, not too sweet, and had a nice spicy kick to it. The tumeric really adds to the uniqueness of the drink, and the color of course! My friend had the hot chocolate which was also quite nice. I really like this place. The drinks are unique and delicious, the staff is super friendly, and the space is really cute!",3.0,12/3/2018,40.7603019,-73.9907769
Bird & Branch,5.0,Great filtered coffee! Had a fruity smell and taste. The brownies are to die for good! I would definitely recommend it to anyone to try it out.,5.0,3/16/2019,40.7603019,-73.9907769
Bird & Branch,5.0,"I try not to spend too much money on drinks, but wow I just dropped $7 on a latte here and I'm not even mad.  I've been to Bird & Branch a couple of times now. It's a 5 min walk from my office so I take ALL my walking meetings here. Now some coworkers love coming here too (spreading the word one meeting at a time)! It's such a sanctuary in this hellhole of time square/midtown (gotta say it like it is). I also sometimes go to the dance studio across the street so this cafe is just super convenient for all purposes. The interior is nicely decorated with enough space for probably ~10 people and they have wifi in case you want to work. The owners/workers are all super nice and pleasant.  I've head the matcha latte, matcha affagato, the sparrow, and the blackbird so far. The matcha affagato rivals the one you can get at Bluesone and the Blackbird is my favorite non matcha drink so far. I don't drink too much coffee but it gives me a nice kick and it's not too bitter. Prices are the expected $5-7 for coffee drinks in NYC (insert cry empty wallet emoji) and a little less for tea. They also have some pastries which I haven't tried before. I did sample their chocolate brownie once and didn't know it was spicy lol.  Overall, great vibes. The best cafe I've found in this area. I wish they had a stamp card/loyalty program though ;)",5.0,7/18/2018,40.7603019,-73.9907769
Bird & Branch,5.0,Literally stumbled upon this quaint coffee shop on a Saturday morning. We got there around 9am and they weren't busy but the crowd started coming in.  I think what really makes these place is the vibe and minimalistic decorations. It is such a cool coffee shop feel with nice owners.  I had the almond macadamia milk lattè iced. They make the milk in house which is neat. It was $5.75 but so worth it!  Not a lot of seating inside so plan ahead if you're having a coffee date. The pastry options looked really good but didn't try any. Will definitely try it again!,4.0,7/21/2018,40.7603019,-73.9907769
Bird & Branch,5.0,"This is such a CUTE little shop! I ordered a mocha and it was seriously the best I've had in my life! Not bitter, super smooth, not too sweet & they put real vanilla bean in the latte which was a super nice touch. Their pastries also look out of this world! I didn't get one, but I definitely will be on my next stop in...which will be soon! They also have cute merch on sale and you can buy their beans! Go check them out!",5.0,2/8/2019,40.7603019,-73.9907769
Bird & Branch,5.0,Saturday latte day  Pros: Great place for insta photos. Nice decor and friendly staff Great ice latte. They have stainless straws if you stay. It's reusable and environment friendly.  Cons: No bathroom for customers,5.0,5/26/2018,40.7603019,-73.9907769
Bird & Branch,5.0,"Cool spot in Hell's Kitchen for coffee and quick bite. I got a latte and a ham & cheese crossiant one morning. Both were good, there are also more selections for food. They also have some cool stuff for sale as well!",5.0,11/2/2018,40.7603019,-73.9907769
Bird & Branch,5.0,I found the coffee flight quite acidic for my taste. The place has just enough sitting. More of a grab and go place but has enough outlets and chairs in case you want to stay for a bit. It's not that spacious and they don't have a restroom (they're not required to since they are a small place). The guy barista earlier was very entertaining and helpful with his suggestions. It's a cute place to visit and I might even come back to taste their lattes.,4.0,2/2/2019,40.7603019,-73.9907769
Bird & Branch,5.0,"Had a delicious whole wheat croissant here.  Not too buttery, it had a good crunch on the outside and chewiness on the inside.  The almond macademia latte was ok, I would've preferred just straight almond milk as this one was a bit tart.  Cute interior.",5.0,11/15/2018,40.7603019,-73.9907769
Bird & Branch,5.0,"This place just opened ~6 weeks ago and I decided to give it a try given how the photos on Yelp looked.  I'm always a fan of trying to find good matcha near my office.  Bird & Branch didn't disappoint - the owner was very helpful and explained anything we had questions on. When we asked if we could try the house made almond macadamia milk, he was eager to give us a small shot to try before we buy. The milk is so nice and creamy, sweetened with dates rather than sugar!  We ordered matcha lattes with the sesame brownie. The lattes are a good balance of milk and matcha and very smooth.  Definitely try the black sesame brownie! It tastes like the filling in sesame tang yuan (glutinous rice balls). Very nice and strong sesame flavor, but also not too sweet. It's also very moist!",4.0,4/15/2018,40.7603019,-73.9907769
Bird & Branch,5.0,"I've been working in Hell's Kitchen for about ten years now and this is by far the best coffee shop I've encountered here. The aesthetic is beautiful, the third-wave quality and care to their presentation and quality is wonderful, and the coffee itself is beyond exceptional. I am so happy to see this place doing so well so quickly and even if I have to wait in line as they continue to get busier, it is well worth it. Also, try their homemade macadamia milk. It's delicious!",5.0,3/16/2019,40.7603019,-73.9907769
Bird & Branch,5.0,"The housemade almond macadamia milk latte is amazing (I enjoyed it hot). Their almond macadamia milk is out of this world! It is thick, creamy and you won't miss dairy one bit. They also have a variety of other espresso drinks and coffee. No cold brew here.  They have a selection of pastries and some are baked in house I believe!  Love the concept and decor of the store. It is like a small and serene getaway from the busy streets of Hell's Kitchen. Lots of natural sunlight in the day time, and cozy seats. Not a ton of seating- maybe seats 10-12?  Owners are great and really friendly. I will definitely return for a solid cup of coffee/ espresso in Hell's Kitchen.",4.0,9/14/2018,40.7603019,-73.9907769
Bird & Branch,5.0,"This new kid in the block is definitely a place to watch out for. The owners are the most amazing and humble people who truly care for things and make sure to bring out the best coffee from across the globe to you. This place is heaven especially for people who love black coffees. I didn't know there can be so much to know about my coffee that i mindlessly drink every morning until they described it in details. Just like wine tasting, you should come try their coffee flights and let magic beans cast the spell on you. The decor is very modern and neat. Big space with seats around for you to sit. Their bakes goods are amazing. I got the pleasure to try the matcha cakes, sesame cake, chocolate with spice in it! yess you read that right. This was so unique, as the chocolate melts in your mouth, the spice will kick right in. My fav was matcha cake. Don't miss it. And don't miss this place. Thanks to the yelp team and Rafi, otherwise i would have taken ages to discover this  gem.",5.0,8/13/2018,40.7603019,-73.9907769
Bird & Branch,5.0,"Got off the bus at Port Authority & needed a coffee or something matcha badly. Found this new & pretty cafe on Yelp & decided to check it out, as their menu looked interesting.  1st impression, the place is unassuming & just off the Avenue of Hell's Kitchen, on a quite tree-lined block. Their BEAUTIFUL parking spot public seating ""installation"" is a work of art. I sense a West Coast influence? A former architect/artist? Their space is sunny & spacious, with a small high top counter & 2 small seating areas at both windows. Great Design- everything's pale pink & white with clean angles & pops of greenery. Their octagon white tile coffee table looks homemade, fitting the short danish?-style stools perfectly. Their small retail section is interesting to look at & shows a #zerowaste mindset. The garbage sorting/sugar/untensil area is Amazing. Can you come to my house & make me one please?  The owners seemed to put in a lot of care and hard work into the business. The menu also reflects that, with a tumeric latte, good coffee, fig & cheese danish, earl grey & black sesame shortbread cookies, and strawberry & pistachio kouign amman, chia cups, to name a few. (They are displayed in clear glass boxes that you'd probably find at the Anthropology jewelry section.) The staff was very nice & patient. They seemed to already have regulars, with cute dogs.  However, my lower review is about the product. I appreciate the quality in The matcha brownie ($3) was dense. But it was *too* intense, I guess that's why they have small bags of brownie ""ends"" for sale, scared to eat that whole brownie! It tastes more like a blondie with matcha notes at the end. Left mouth feeling dry/tart in the way good matcha does. The Blackbird latte ($6) was tasty at first impression, coffee was strong & nutty, you can taste hints of blackberry & a hint of herbal, (not sure about the sprinkles of dried thyme on top though) a few crushed seeds at the bottom of the cup. But the homemade almond macadamia nut milk they use (like heavy cream) was *too* heavy after a few sips & a bit nauseating. The initial coffee & sweetness seemed to disappear & I was mostly tasting creamy stuff. Later on when the ice melted, it was easier to drink, but by then it tasted like a regular latte.  The pricing is higher that what I would normally pay for similar items (well- never had a matcha brownie before!), & I'm sure to to cover all the extra work for quality ingredients (squeezing all those nuts!) and manhattan location. I would only visit Branch & Bird as a special treat & very rarely. I hope they do well though, really great ideas & attention detail, nice staff. But only a rare return visit from me. Too bad.",4.0,10/15/2018,40.7603019,-73.9907769
Bird & Branch,5.0,"Really unique, great drink menus. There aren't a lot of seats for working but the vibe is amazing!",3.0,3/8/2019,40.7603019,-73.9907769
Bird & Branch,5.0,"Came here for a yelp event & you can just tell this place is surrounded by good! The owners are humble & selfless and you can tell they run their business in an ethical way. Everything they serve is high quality here. They don't blend their beans here and keep the coffee true to the source. These people really know coffee and aim to deliver the highest quality experience and coffee to their customers!  I was able to try a variety of their desserts and I was blown away! My favorites were probably the matcha and sesame cakes. They were both so moist and flavorful...I'm not usually a huge fan of dessert, but these two items surprised me! Absolutely delicious. I have no complaints--the product is high quality and the owners are wonderful as well. Come here to support an ethical, local business that also just happens to serve amaaazing coffee and snacks.",4.0,8/13/2018,40.7603019,-73.9907769
Bird & Branch,5.0,"Guys! This is a public service announcement. I am in love with this coffee shop. We were visiting NYC and didn't want to just roll into in any coffee shop - we needed to be happily caffeinated to start day and this place is it! And the location is perfect since it was not too far from our hotel and not too deep into Times Square. The workers are so sweet. Coffee is delicious, pastries bomb.com  and place is so chic and clean. Weezer was playing in the background. Mix of tourists and locals- just loved the vibe.",5.0,2/5/2019,40.7603019,-73.9907769
